flight_no,src,dest,arrival,depart,pilot
QB57126,STE,VJI,2013-09-12 15:20:17,2013-09-12 12:31:00,870-09-4082
ED19204,GFK,TEH,2008-04-15 10:16:26,2008-04-15 05:47:49,673-79-9823
MP15075,GCK,ASX,2014-08-16 10:45:52,2014-08-16 04:27:24,847-77-3091
AA74873,MPE,GLV,2010-04-07 05:32:05,2010-04-07 03:32:51,938-12-3285
DC57679,PTN,CWA,2011-05-12 16:29:47,2011-05-12 15:07:01,432-62-8424
PC36929,BKC,MDO,2010-11-04 20:41:27,2010-11-04 14:19:22,719-05-9171
QM9118,EYW,WLK,2010-10-06 15:12:45,2010-10-06 08:20:35,056-86-0607
FS54165,BEH,SCM,2008-01-12 04:04:04,2008-01-12 00:53:28,922-92-2115
XR23315,SBA,APH,2013-08-01 06:08:25,2013-08-01 04:16:22,974-54-9911
XQ5206,HNE,SUS,2013-06-10 13:27:48,2013-06-10 10:53:31,000-45-0482
AB43181,LWV,GPT,2013-09-19 13:42:03,2013-09-19 10:03:05,248-75-1432
LP30197,BTF,NBU,2015-05-27 09:04:50,2015-05-27 07:30:22,176-39-8972
PU24799,GQQ,GBD,2010-08-20 01:00:49,2010-08-19 19:08:53,512-20-8200
EY81223,KCC,RDU,2008-11-30 17:48:12,2008-11-30 14:13:03,503-38-9469
FW59910,MTM,OLE,2013-03-17 14:25:27,2013-03-17 07:48:50,220-13-9746
PZ56218,STJ,LAX,2013-05-04 14:18:05,2013-05-04 10:37:23,248-75-1432
CG65448,IDP,ENA,2011-07-26 17:10:55,2011-07-26 13:47:52,897-49-1333
NC17953,OCW,EFB,2012-05-30 20:59:24,2012-05-30 18:11:39,702-00-9648
KO37587,RZH,NJK,2008-08-06 00:11:51,2008-08-05 18:03:51,244-06-3853
QT77015,HMT,SFF,2012-05-15 15:26:10,2012-05-15 10:14:37,705-16-5616
FT67803,LFI,DHN,2011-11-23 22:24:57,2011-11-23 17:01:21,339-44-3962
CZ40076,NKI,CWA,2013-07-21 18:37:32,2013-07-21 13:26:57,380-27-2055
BE29637,KWT,DWN,2009-09-26 20:31:16,2009-09-26 15:13:21,305-29-9154
XQ55987,WSF,ELV,2011-04-20 18:37:10,2011-04-20 14:30:50,173-60-1644
ZF49731,LWV,ONO,2014-04-14 09:00:34,2014-04-14 06:34:52,872-00-1843
AF55586,FAM,NWS,2010-08-04 22:18:40,2010-08-04 20:30:46,856-68-7305
SM74569,FWH,TVI,2014-04-24 04:14:50,2014-04-23 21:32:37,220-13-9746
TH90621,SPS,KLS,2015-07-21 12:14:43,2015-07-21 08:31:11,339-87-5585
OI86461,BGD,CGZ,2012-09-27 05:49:33,2012-09-27 04:11:39,716-05-7534
AV7561,RCE,AKI,2016-09-13 00:21:38,2016-09-12 21:19:04,822-08-8291
UQ13793,SRF,MNZ,2010-12-01 07:40:24,2010-12-01 05:21:10,017-25-0478
QE36783,KPH,PMB,2016-10-19 08:43:01,2016-10-19 01:54:21,555-75-7288
TT44590,DRI,PCK,2016-06-18 05:17:43,2016-06-18 02:56:32,328-60-2063
XW7298,WGO,JOT,2012-09-05 01:07:21,2012-09-04 23:35:08,337-27-8061
LK96421,MDA,AFF,2012-08-08 02:25:58,2012-08-07 19:27:16,278-63-9230
ZY73223,CAE,TKL,2009-04-02 14:11:38,2009-04-02 07:39:48,432-04-3278
HZ22779,BDY,AKP,2012-10-01 04:27:33,2012-10-01 00:22:15,659-07-1041
IP99288,CZT,LOT,2011-09-21 10:12:38,2011-09-21 07:08:27,285-68-5198
CV26155,TRH,MPZ,2016-12-28 08:09:08,2016-12-28 04:28:25,259-40-7962
RV13524,ETN,TWA,2010-02-27 22:45:43,2010-02-27 19:02:16,984-17-7619
VY88209,KEB,VHN,2009-12-04 09:18:28,2009-12-04 03:02:40,760-42-3923
JC38503,GEG,MGI,2008-10-08 09:53:55,2008-10-08 05:30:31,537-07-3036
BT31074,EWK,ALX,2009-10-09 17:26:55,2009-10-09 13:02:27,092-17-5644
NI8204,LFT,DRE,2010-05-16 18:52:18,2010-05-16 13:00:58,118-62-8123
TX25285,PHF,LFI,2012-11-19 09:30:23,2012-11-19 05:46:55,659-07-1041
CH86287,HOB,FAY,2010-08-28 11:59:18,2010-08-28 07:45:38,692-57-6401
PY50345,WSF,SSU,2009-04-20 07:50:53,2009-04-20 03:04:22,760-42-3923
JS32050,HSH,GUN,2010-04-18 09:35:59,2010-04-18 07:32:39,053-84-6958
WJ38740,CEF,CKU,2014-11-25 04:14:52,2014-11-25 01:22:03,570-03-8833
BO43210,SME,GVE,2009-03-04 09:09:56,2009-03-04 04:27:22,723-24-0510
LW58872,PWR,BDF,2009-09-21 11:51:11,2009-09-21 07:41:58,374-96-3918
OA89892,VLO,PIE,2008-12-17 17:00:41,2008-12-17 12:16:20,325-83-7578
GV26267,CKV,KYL,2016-08-12 17:17:31,2016-08-12 15:25:37,231-80-3440
OT75777,CYF,BKW,2010-09-26 17:15:05,2010-09-26 14:24:34,424-15-2508
NZ94388,PXL,PSC,2016-05-31 23:30:56,2016-05-31 20:37:33,132-28-4931
QZ94932,POH,LMA,2009-12-15 01:11:49,2009-12-14 23:19:09,118-62-8123
VH91346,RBH,SDF,2009-11-01 12:39:16,2009-11-01 09:01:08,328-36-4444
PM72240,WBB,HNH,2011-03-26 10:41:24,2011-03-26 08:05:14,864-10-3339
OU44389,OZA,RVS,2011-01-01 08:29:32,2011-01-01 05:02:13,660-54-7701
LV54057,MNT,SGF,2011-11-15 00:54:59,2011-11-14 18:36:04,540-42-7099
UP86788,PVZ,FRR,2012-11-02 02:33:42,2012-11-01 21:12:30,601-56-7161
EF6196,CRS,CEF,2012-03-10 07:16:49,2012-03-10 02:19:22,749-45-9596
KL44800,RHV,BMI,2009-10-24 12:06:54,2009-10-24 07:18:36,276-34-8323
MO37132,FTK,GKT,2010-08-25 21:37:41,2010-08-25 18:01:36,648-34-0085
SP50711,PRX,DAG,2014-01-10 14:45:29,2014-01-10 11:27:22,534-68-4340
MV70910,NSE,UGI,2010-12-25 01:25:09,2010-12-24 20:04:42,897-49-1333
OZ52584,RWI,TLR,2013-01-21 01:44:55,2013-01-20 23:19:23,642-95-1284
GA42247,VBG,BVU,2010-05-29 14:11:12,2010-05-29 10:42:13,723-24-0510
TG63252,MCK,JMD,2016-01-28 16:19:25,2016-01-28 09:43:04,166-45-2665
UO43830,SUU,ALS,2015-12-05 21:29:12,2015-12-05 14:35:41,919-85-3331
TM53491,RNG,GRE,2015-04-30 09:11:37,2015-04-30 06:58:59,968-75-5960
QK57269,RZZ,BKT,2010-10-26 07:18:42,2010-10-26 05:04:02,554-76-0511
JN71246,MEJ,KVL,2012-10-16 10:09:19,2012-10-16 07:29:04,613-38-1281
MG89841,ZNC,FLX,2014-11-06 15:32:46,2014-11-06 12:02:39,694-40-7228
XI43356,KPT,BYA,2011-11-07 18:57:07,2011-11-07 15:23:25,749-45-9596
SU77777,BKF,RBY,2009-01-19 12:55:30,2009-01-19 09:09:03,819-72-4018
OG76774,SCC,PBV,2010-12-08 04:58:03,2010-12-08 00:31:52,118-62-8123
CP31384,GOL,OMA,2012-05-12 22:35:03,2012-05-12 21:16:05,421-13-5349
XW14371,BTT,KMY,2015-07-27 15:09:20,2015-07-27 12:56:18,871-90-8968
IR44173,RNT,BRG,2016-12-18 15:43:09,2016-12-18 08:56:37,847-77-3091
BR79931,SFO,JLA,2016-12-28 08:20:14,2016-12-28 02:47:29,260-96-4710
YV2330,RHI,TIX,2010-02-27 03:32:05,2010-02-26 20:39:58,500-88-8148
GZ31309,BEH,KKT,2010-11-22 14:48:23,2010-11-22 09:58:56,317-92-2083
DZ62819,BKT,BOS,2015-09-04 07:55:21,2015-09-04 04:35:29,702-00-9648
VY84247,NDV,HSV,2013-05-16 18:12:08,2013-05-16 15:54:37,811-19-1292
IE25234,MUU,FAY,2009-01-26 14:23:51,2009-01-26 11:45:43,570-03-8833
NI53051,CDB,MDF,2013-08-21 07:19:21,2013-08-21 03:57:59,424-15-2508
GJ20516,KMY,PIR,2014-08-13 17:21:18,2014-08-13 11:50:19,604-35-4270
SL4938,BUB,CTH,2015-08-06 09:42:52,2015-08-06 04:19:52,029-36-8655
HN37958,CNO,KTS,2010-04-17 13:17:19,2010-04-17 08:00:24,600-20-1530
NR30213,ERV,LUP,2009-12-02 07:21:51,2009-12-02 05:51:20,716-51-9808
QJ33489,PAK,AFF,2010-06-10 18:05:21,2010-06-10 17:01:03,635-71-9959
XX81037,ASX,TDW,2016-09-21 20:15:55,2016-09-21 16:02:24,833-27-8204
SK8045,MEM,PAM,2008-03-26 05:54:16,2008-03-26 02:25:49,971-66-6286
UX22008,ELI,SER,2016-03-14 20:54:24,2016-03-14 18:57:37,537-07-3036
AI7600,ANI,EMT,2010-12-19 22:59:32,2010-12-19 17:25:25,093-57-7374
VH59695,PTU,WEA,2010-01-16 06:06:36,2010-01-16 03:36:59,316-00-0978
YV19379,BJI,LRO,2011-07-03 07:12:54,2011-07-03 05:08:58,335-12-3800
YK84205,HIF,CGZ,2014-02-19 09:45:48,2014-02-19 06:57:12,432-04-3278
HH49610,GRN,FST,2009-06-07 07:36:44,2009-06-07 05:58:19,707-06-5435
IE30807,GFB,MUI,2013-06-18 14:51:17,2013-06-18 09:09:47,056-18-8701
LC65250,EIL,JAJ,2010-04-10 07:48:03,2010-04-10 03:34:17,259-40-7962
XQ32949,BWG,PIE,2013-04-11 04:09:33,2013-04-10 22:40:55,068-48-2515
HG18451,JCY,SHX,2016-06-03 11:22:09,2016-06-03 09:30:34,219-82-8417
QQ97953,TTO,KPR,2010-08-30 06:06:20,2010-08-30 01:52:47,749-45-9596
EE29940,CGE,ERO,2008-03-24 14:51:26,2008-03-24 13:27:30,259-40-7962
VB97288,BED,PDB,2014-06-21 03:31:00,2014-06-21 02:18:57,085-65-5645
VU57504,DUC,RDG,2009-02-05 07:39:35,2009-02-05 02:38:17,244-06-3853
SJ48286,SBM,WMC,2013-11-26 07:58:41,2013-11-26 03:09:04,250-85-6828
RE35659,DNV,PTB,2008-11-09 06:10:34,2008-11-09 03:13:04,505-52-6084
EG33651,EAA,GSP,2016-02-13 17:52:41,2016-02-13 13:07:34,872-81-0834
XP84899,SRV,CIU,2009-05-27 20:49:54,2009-05-27 13:54:00,876-30-0174
YL37676,WOO,KTB,2009-09-24 20:34:11,2009-09-24 18:40:23,384-83-9932
QQ23539,KPH,STL,2008-11-28 22:49:06,2008-11-28 21:12:45,432-62-8424
ZM30276,LWM,SZP,2013-12-26 07:24:33,2013-12-26 03:37:08,259-40-7962
SO34410,OCI,CBK,2011-10-27 11:31:41,2011-10-27 05:07:54,248-50-8554
OZ91902,MRB,BKD,2013-04-25 11:54:48,2013-04-25 05:23:03,116-74-7937
SQ4029,KCN,CDR,2014-09-21 19:19:07,2014-09-21 14:13:07,558-14-9443
MS44760,HUL,PLK,2012-11-24 18:51:53,2012-11-24 14:54:44,906-56-8783
DX18240,CKV,GBO,2013-08-02 22:08:51,2013-08-02 18:57:37,375-03-5185
UN47452,TTN,VPZ,2013-09-20 00:42:35,2013-09-19 18:09:38,661-82-5763
UR76358,TOP,LNY,2015-01-21 05:03:25,2015-01-20 23:31:02,384-83-9932
AD18005,PUC,IVH,2012-08-07 22:11:20,2012-08-07 16:35:07,333-29-5610
TP70431,SPG,RCK,2015-12-13 00:20:17,2015-12-12 20:18:17,209-03-4405
KD51582,MOS,AQY,2012-01-10 06:13:48,2012-01-10 00:57:04,793-25-1234
BO99641,HAO,FAR,2015-04-08 15:12:59,2015-04-08 12:19:56,156-19-0844
BU9603,BGS,AST,2012-09-22 00:46:21,2012-09-21 21:55:42,554-65-4897
HN88849,YNG,ODW,2009-10-31 02:10:08,2009-10-31 00:19:26,056-80-0641
PY12459,SUD,PWK,2010-02-26 12:26:30,2010-02-26 05:51:30,568-83-1187
IS34235,KVL,MBY,2011-02-20 22:48:39,2011-02-20 17:38:53,480-29-0590
GN71160,SRU,CEZ,2008-04-01 23:09:45,2008-04-01 19:05:19,597-33-1425
LI34716,MHV,DFI,2016-03-28 04:42:44,2016-03-28 02:42:11,934-35-1650
CE37149,LOU,MOS,2010-10-22 10:04:32,2010-10-22 03:55:42,145-74-2677
SR32916,TWH,SHX,2011-11-29 06:12:53,2011-11-29 05:08:30,955-15-5710
MK3747,TRI,TNP,2014-12-14 07:51:56,2014-12-14 05:04:32,723-24-0510
NJ80396,BIE,SPF,2014-12-06 03:14:18,2014-12-05 21:12:18,374-96-3918
VM73234,NVD,WLN,2014-05-24 05:17:42,2014-05-24 03:23:58,075-38-5584
BR89740,BCC,SBY,2014-07-13 21:43:15,2014-07-13 15:45:16,248-50-8554
WP4100,BRL,SKK,2013-12-11 04:42:02,2013-12-10 21:51:21,702-00-9648
BY96425,FAF,JAJ,2011-05-08 21:46:28,2011-05-08 15:50:11,427-36-6549
ZP95280,BDY,PIR,2011-10-08 14:33:06,2011-10-08 12:08:58,775-22-4651
EC89178,PSG,MDA,2011-03-13 21:44:36,2011-03-13 18:48:23,835-98-3446
ON71273,ORD,GLW,2009-06-12 11:10:58,2009-06-12 07:48:33,261-97-6964
SS38213,MIB,BSF,2011-12-27 14:26:06,2011-12-27 09:32:16,219-82-8417
OA6469,LNI,DUT,2012-11-02 22:46:43,2012-11-02 19:22:23,068-48-2515
MR95925,AIB,RID,2008-03-01 22:19:32,2008-03-01 16:08:37,241-38-8590
EZ93537,VTN,PNN,2012-07-09 03:50:01,2012-07-09 00:28:13,592-61-7492
XC24197,SWD,KBC,2015-10-04 06:03:18,2015-10-03 23:38:53,301-36-1229
LX65392,MVN,DWH,2013-03-07 17:12:07,2013-03-07 14:46:33,061-53-2624
DX34210,HIB,EKO,2013-12-12 19:42:23,2013-12-12 17:59:07,179-25-8356
HB63948,JMC,HBH,2008-04-08 01:54:12,2008-04-07 22:28:01,833-27-8204
PH18703,WCR,VKW,2015-08-07 10:51:55,2015-08-07 06:23:42,846-90-9968
HT78401,FMS,CNO,2016-06-24 18:33:46,2016-06-24 12:38:00,833-27-8204
XB29896,DEN,LNP,2013-04-27 19:35:24,2013-04-27 18:00:30,421-13-5349
QZ39790,HPY,APT,2014-01-25 21:06:15,2014-01-25 16:10:43,029-36-8655
BT16900,ELK,BOS,2014-08-18 05:35:50,2014-08-18 02:42:15,656-40-7607
WF84165,TRX,ADQ,2008-09-24 16:32:01,2008-09-24 13:46:43,073-37-6316
ES28927,SMK,EMB,2012-09-18 14:48:30,2012-09-18 08:51:13,793-25-1234
FE92517,ONA,DGB,2011-05-20 17:19:02,2011-05-20 12:40:45,190-56-5509
PQ18233,NCN,KPK,2009-03-21 14:22:56,2009-03-21 12:15:31,089-35-6342
CR40518,TKL,ERR,2015-05-18 10:27:54,2015-05-18 05:37:47,645-16-3875
IY57825,KEB,OSU,2015-12-27 08:08:56,2015-12-27 06:06:21,073-37-6316
QB31776,ITH,XES,2008-03-26 19:43:42,2008-03-26 17:03:36,039-90-7619
SE55300,SXP,QMV,2011-02-13 03:58:34,2011-02-12 21:27:30,865-16-8158
QM82687,CDV,SCE,2011-12-20 01:36:06,2011-12-19 20:56:22,803-01-4403
VU91261,HYR,DTN,2013-08-20 20:00:30,2013-08-20 13:12:45,025-38-4942
NX49480,MVL,PIH,2012-06-25 01:16:55,2012-06-24 23:44:38,513-33-5040
NU82717,CUW,AVO,2012-03-07 18:57:44,2012-03-07 16:02:49,073-37-6316
FE90193,FLE,DSM,2011-01-03 08:06:00,2011-01-03 05:00:37,705-16-5616
MC42912,CTK,TUH,2011-01-25 16:01:54,2011-01-25 12:28:27,705-16-5616
BW87321,PTW,GTF,2016-12-02 22:28:38,2016-12-02 17:58:29,285-68-5198
AN14152,FLE,AKK,2016-10-23 04:06:44,2016-10-23 00:10:46,944-29-9044
MX41415,GOK,KFP,2016-01-04 21:37:29,2016-01-04 16:08:11,835-98-3446
FD37704,BEC,PGD,2009-03-11 17:17:43,2009-03-11 15:59:36,902-60-2098
BU52844,PGD,HGT,2016-08-23 15:36:56,2016-08-23 09:32:06,616-94-7372
YD8523,FLG,SMN,2015-11-17 10:29:20,2015-11-17 04:55:02,505-52-6084
JN88233,LIZ,TPA,2011-11-10 23:24:39,2011-11-10 19:58:30,949-58-7261
YI46994,SPG,PTD,2016-08-07 19:29:56,2016-08-07 18:06:52,432-62-8424
VW94202,MSL,RMP,2010-10-14 08:57:24,2010-10-14 06:11:06,380-27-2055
BK56988,PSQ,ITH,2013-01-27 12:40:57,2013-01-27 09:12:30,647-54-5755
JW21841,JBC,VDI,2015-07-16 03:47:59,2015-07-16 02:07:24,285-68-5198
BX63764,LKV,JAS,2009-05-16 14:40:35,2009-05-16 10:18:22,660-54-7701
YX15787,MKG,HTL,2015-12-22 21:45:58,2015-12-22 15:14:34,642-95-1284
IQ66447,FFL,MGC,2012-07-29 11:19:51,2012-07-29 06:09:36,499-82-9898
RG38348,WNC,MZZ,2010-08-21 01:50:17,2010-08-20 19:14:44,433-31-8072
QK99390,PMD,IAN,2015-09-08 21:38:21,2015-09-08 17:06:05,709-73-8605
XO17930,MSS,MYR,2010-12-30 13:21:36,2010-12-30 08:38:18,491-58-8939
DX72335,KNW,QMV,2010-09-20 22:31:08,2010-09-20 20:57:52,744-70-0676
LA46364,LRF,CIL,2014-06-02 03:57:12,2014-06-02 02:04:50,600-20-1530
VQ33252,SGW,HSI,2011-03-03 17:19:47,2011-03-03 15:53:11,156-19-0844
DL60416,DLH,LIV,2015-03-10 15:22:44,2015-03-10 14:13:42,076-94-6946
EE80241,HDA,SWD,2012-07-01 12:38:28,2012-07-01 09:38:51,707-06-5435
QK10312,NWH,BIG,2009-01-21 23:08:44,2009-01-21 18:54:54,984-17-7619
II50879,FLE,ADQ,2015-09-09 09:40:01,2015-09-09 07:56:18,864-89-9533
VZ37588,LEM,SNP,2016-11-17 22:30:34,2016-11-17 17:47:23,278-06-4811
JQ2797,OBT,MTM,2016-10-14 06:10:36,2016-10-14 00:17:07,335-24-0319
QQ67418,CDK,ADM,2011-05-08 23:25:19,2011-05-08 21:31:46,641-64-4826
BC85187,RHV,LPC,2008-05-11 14:17:59,2008-05-11 12:15:52,338-83-6303
PA82090,TVI,CPM,2012-05-28 18:11:33,2012-05-28 17:09:21,432-04-3278
RL9710,SDP,PRL,2011-09-05 11:48:07,2011-09-05 05:37:36,922-92-2115
XM70342,BEC,PAK,2008-08-12 16:59:56,2008-08-12 10:24:29,315-89-8693
MP2304,WSD,NIB,2011-08-10 20:33:15,2011-08-10 14:45:41,421-13-5349
FG8619,COI,LKE,2008-02-10 19:48:27,2008-02-10 13:00:05,944-08-0956
CQ60624,EBR,BFT,2010-03-28 03:50:02,2010-03-27 21:33:56,944-08-0956
TP97092,LGC,WPO,2010-06-08 02:54:52,2010-06-07 21:20:05,085-65-5645
VO38373,PAM,HWI,2016-03-09 14:51:05,2016-03-09 10:11:34,716-05-7534
YV10297,MOU,TUL,2013-08-15 21:52:56,2013-08-15 20:31:12,545-27-6462
BT85583,MKT,PTB,2014-01-30 11:30:25,2014-01-30 09:37:58,673-79-9823
XA40942,CTO,RIC,2012-07-18 23:05:14,2012-07-18 17:51:59,384-83-9932
LW14993,FBY,DUA,2008-11-21 15:40:01,2008-11-21 14:14:09,000-45-0482
WS82504,COP,SER,2016-09-26 09:36:48,2016-09-26 04:33:20,601-56-7161
HU36684,HKS,QMV,2009-12-11 19:35:11,2009-12-11 17:02:13,673-79-9823
XX64703,DKK,TDO,2012-02-27 11:59:21,2012-02-27 05:41:20,566-57-5659
QK85606,SRC,FRY,2011-02-18 19:31:15,2011-02-18 17:52:55,116-74-7937
CS74716,SLT,PTS,2013-05-01 06:14:39,2013-05-01 00:00:09,705-36-9158
GS17729,BRL,GBD,2010-12-28 07:01:34,2010-12-28 04:22:51,223-76-9128
NK85741,FUL,MSC,2012-06-15 22:59:09,2012-06-15 16:32:00,413-78-2890
BB97417,HUD,DTH,2009-09-29 17:15:47,2009-09-29 16:04:49,886-23-5549
AK37478,LRO,AXX,2014-11-24 03:12:47,2014-11-24 00:09:15,351-73-1830
ZY77865,TRL,PTS,2008-05-13 11:02:06,2008-05-13 04:03:03,269-79-9013
PC52277,ECS,LWT,2008-01-21 18:27:44,2008-01-21 15:49:22,749-45-9596
DE86099,GFA,HBG,2016-10-11 08:35:45,2016-10-11 03:56:55,640-25-1292
KZ64217,SMX,OXR,2015-03-13 07:03:01,2015-03-13 00:43:38,592-61-7492
UW82684,HSP,AFO,2013-01-07 18:57:14,2013-01-07 17:07:31,598-78-7089
LM12641,RRL,KCG,2008-05-14 00:45:17,2008-05-13 23:31:31,499-82-9898
BF95520,MLY,AYE,2013-12-20 01:17:01,2013-12-19 23:14:00,919-85-3331
AE32878,CRT,JPD,2008-11-19 06:43:43,2008-11-19 00:37:16,476-68-9353
WQ45693,KBK,MHT,2016-12-18 10:27:48,2016-12-18 08:44:31,290-55-8534
YF11100,DOF,BNO,2009-01-31 07:05:18,2009-01-31 05:52:38,776-97-6021
JT53520,ASY,FBS,2012-03-28 19:17:49,2012-03-28 14:12:31,339-87-5585
BL32635,ENL,WWT,2009-12-27 18:13:14,2009-12-27 14:34:06,659-07-1041
ET61132,FRN,KWN,2009-10-11 11:31:04,2009-10-11 08:49:09,351-73-1830
NU62188,BMG,BWS,2009-11-22 08:29:42,2009-11-22 04:57:01,166-45-2665
AU23105,GED,SAN,2016-08-07 13:38:21,2016-08-07 09:07:33,276-34-8323
HX20029,DNS,JSL,2014-11-02 10:51:18,2014-11-02 08:31:31,554-65-4897
FZ78734,STJ,BZS,2013-08-25 05:19:56,2013-08-25 01:21:51,655-45-7422
EN96119,EYW,JGX,2016-04-04 19:20:12,2016-04-04 17:21:38,958-55-6714
II35332,NGU,OHC,2015-08-10 08:31:10,2015-08-10 02:35:56,180-43-3770
WP89706,RSP,SIV,2011-12-19 06:40:54,2011-12-19 05:27:17,673-79-9823
KR98776,FLL,JSD,2008-12-01 05:24:57,2008-12-01 03:04:52,241-38-8590
IP66529,ZPH,GVT,2008-10-08 19:02:17,2008-10-08 12:14:42,834-05-7627
XS81835,SLB,NBP,2015-03-13 00:58:24,2015-03-12 20:29:59,928-16-8729
TL82535,PKF,ICY,2014-12-13 16:00:42,2014-12-13 11:45:46,663-85-2041
XV66608,LKI,DRF,2014-06-10 04:39:11,2014-06-10 02:14:31,187-48-4106
DQ93587,UBS,AOS,2016-04-30 02:56:23,2016-04-29 22:34:28,605-79-0530
MK84953,WLR,MUI,2016-12-01 05:24:30,2016-12-01 00:16:04,378-32-5403
OV70088,EDA,FCT,2008-11-27 13:17:58,2008-11-27 08:45:23,148-21-9702
KX6468,CVR,PPV,2010-10-23 23:28:26,2010-10-23 20:11:34,141-89-3049
BA18459,SJT,BTR,2012-09-22 00:57:32,2012-09-21 22:41:08,951-38-0306
WJ80844,ASQ,DRO,2016-11-09 00:58:43,2016-11-08 18:59:41,864-89-9533
WZ1386,BWG,HCB,2012-08-01 23:09:15,2012-08-01 19:18:24,423-72-7502
BY82455,FAI,MDA,2009-09-18 21:47:15,2009-09-18 17:49:12,533-43-9376
UA55514,RTD,CBE,2013-05-16 09:39:54,2013-05-16 02:54:49,278-06-4811
EH69743,MLU,PTC,2013-06-27 13:38:44,2013-06-27 12:05:52,260-96-4710
FG95661,KNB,RUI,2010-09-07 03:18:45,2010-09-07 01:57:59,490-52-0092
VE18285,HAR,BCC,2010-02-06 03:26:00,2010-02-05 21:43:15,194-78-4637
MZ1696,MCG,NTJ,2008-05-12 19:29:25,2008-05-12 14:29:20,616-94-7372
IG18031,BLV,JEM,2008-05-16 03:16:38,2008-05-15 22:55:47,511-53-0975
MR80862,SAS,SVN,2011-11-16 01:42:21,2011-11-16 00:16:14,388-26-3489
EK69228,OXC,MDJ,2014-09-09 09:06:17,2014-09-09 04:54:41,301-36-1229
NJ56673,GON,UOX,2015-05-11 18:31:54,2015-05-11 12:19:00,447-89-3741
VR5796,ABE,DSM,2014-10-24 18:30:30,2014-10-24 15:53:43,645-16-3875
YT29627,CHO,WBB,2014-05-23 23:51:22,2014-05-23 20:46:35,374-96-3918
YR86736,AKK,CZZ,2015-11-14 16:17:04,2015-11-14 13:41:49,864-33-7156
DM79454,RUI,BWG,2010-02-25 18:36:50,2010-02-25 16:03:37,786-56-4794
UY68248,WDG,LHB,2008-11-15 13:32:24,2008-11-15 08:45:00,899-69-3360
BU23472,DKK,HDH,2013-01-14 14:15:11,2013-01-14 13:07:43,922-92-2115
FE74560,BGR,HBR,2008-07-12 15:51:20,2008-07-12 10:49:13,554-76-0511
PE24172,GMU,DUT,2009-02-08 23:08:22,2009-02-08 18:20:19,613-38-1281
EG41797,GFB,DGB,2012-12-03 01:08:55,2012-12-02 20:42:44,685-89-7272
WW60911,HLI,ELV,2010-11-16 12:38:29,2010-11-16 06:24:35,265-27-1788
LK95212,HTW,PMX,2008-02-03 06:11:43,2008-02-03 01:55:20,818-05-8488
SF47266,SGR,WWA,2011-08-03 06:21:27,2011-08-03 02:26:54,491-61-7907
KA41006,CID,PYL,2013-02-16 04:56:49,2013-02-16 02:58:15,328-60-2063
SB57290,MWM,BQK,2013-11-16 14:36:58,2013-11-16 10:42:12,391-31-9018
WS50797,NCN,SYL,2014-05-02 10:33:28,2014-05-02 08:04:26,339-44-3962
UH71967,HWI,ILM,2015-06-05 17:01:02,2015-06-05 14:52:26,644-26-1154
VU54146,EDF,CLS,2016-11-08 01:22:48,2016-11-07 22:49:48,440-55-1732
NV54044,WOO,NIR,2010-05-23 04:13:55,2010-05-23 02:27:35,984-17-7619
ZK19686,VIH,SBY,2014-04-18 07:37:38,2014-04-18 05:47:43,481-64-7023
KM13425,MJQ,ABR,2009-08-23 13:57:04,2009-08-23 12:02:11,775-51-1864
UG49051,CZC,BZN,2015-07-16 17:38:33,2015-07-16 13:05:42,441-57-0428
XS6901,BZT,LNI,2016-06-30 21:23:20,2016-06-30 20:03:33,374-75-4950
BC92525,ISS,VDI,2015-07-28 06:58:45,2015-07-28 02:20:08,872-81-0834
QS59925,RKH,CXL,2015-12-16 00:58:29,2015-12-15 19:03:18,145-96-7331
FY6071,HIO,APT,2014-04-24 21:26:03,2014-04-24 19:37:36,955-39-6627
EQ7097,GUF,AXN,2009-07-28 17:29:20,2009-07-28 15:11:14,703-14-1793
LT67039,MGJ,CKV,2014-06-16 13:00:57,2014-06-16 07:02:41,093-57-7374
VT97422,KPB,PTW,2009-04-30 03:18:26,2009-04-30 00:13:26,897-49-1333
ZA33717,SRV,BTI,2016-07-15 11:32:05,2016-07-15 09:40:51,692-57-6401
DB39660,PFC,MIE,2009-09-02 19:24:32,2009-09-02 18:21:29,872-00-1843
HD85200,DTW,REH,2016-04-30 08:42:38,2016-04-30 03:32:18,575-61-6621
SG38012,DLF,BNO,2014-09-17 22:45:01,2014-09-17 18:10:16,800-39-2298
LX28122,MSS,UGN,2009-10-24 09:27:53,2009-10-24 03:40:59,597-33-1425
QM50842,RDD,SEP,2010-09-01 22:45:56,2010-09-01 20:55:41,285-77-7841
JS39808,SEP,RME,2009-01-22 03:26:24,2009-01-21 21:04:44,911-61-7680
SQ18483,KAL,TGE,2009-06-06 22:03:39,2009-06-06 17:44:49,712-72-4997
ZZ5435,FOB,EPG,2014-01-02 20:44:28,2014-01-02 17:52:15,061-53-2624
PA9518,STJ,CZK,2012-04-04 14:19:05,2012-04-04 10:37:23,293-78-1980
SM67190,DHN,KPY,2008-06-08 03:10:41,2008-06-07 20:13:42,000-45-0482
JQ33131,KEH,ENW,2016-05-05 07:04:24,2016-05-05 00:25:50,139-87-9484
NI31784,BML,BMI,2008-08-02 17:50:42,2008-08-02 14:37:10,318-42-3147
